Owner,Rooms set,Price,property_image
AGENT,4 BHK Villa in Godrej Evoke Villas, 1.65 Cr,https://static.makaan.com/1/1731398/298/images-for-main-other-of-godrej-evoke-villas-20715143.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Saviour Green Arch, 76 L,https://static.makaan.com/1/643827/291/green-arch-others-127335125.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Nobility, 1.08 Cr,https://static.makaan.com/1/668140/291/124957390.jpeg?width=460&height=260
AGENT,2 BHK Apartment in ATS Happy Trails, 65.5 L,https://static.makaan.com/1/1737792/298/137968155.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 97.5 L,https://static.makaan.com/17/20427978/281/143257730.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 99 L,https://static.makaan.com/17/20427969/281/143257065.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 99 L,https://static.makaan.com/17/20427957/281/143257072.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 99 L,https://static.makaan.com/17/20427907/281/143257189.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 97 L,https://static.makaan.com/17/20427870/281/143256972.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 97.85 L,https://static.makaan.com/17/20428059/281/143258111.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 97.5 L,https://static.makaan.com/17/20427994/281/143257944.jpeg?width=460&height=260
AGENT,6 BHK Independent House, 3.75 Cr,https://static.makaan.com/17/20445845/286/143325115.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 80 L,https://static.makaan.com/17/20445771/286/143324354.jpeg?width=460&height=260
AGENT,2 BHK Independent House, 90 L,https://static.makaan.com/17/20456714/286/143382018.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 80 L,https://static.makaan.com/17/20452490/286/143353736.jpeg?width=460&height=260
AGENT,2 BHK Independent House, 76 L,https://static.makaan.com/17/20452446/286/143353051.jpeg?width=460&height=260
AGENT,2 BHK Independent House, 76 L,https://static.makaan.com/17/20452695/286/143354596.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 76 L,https://static.makaan.com/17/20452535/286/143353237.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 76 L,https://static.makaan.com/17/20452520/286/143353523.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 76 L,https://static.makaan.com/17/20452502/286/143353763.jpeg?width=460&height=260
AGENT,2 BHK Independent House, 80 L,https://static.makaan.com/17/20451131/286/143348217.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 76 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,1 BHK Independent House, 75 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Independent House, 77 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Independent House, 1.35 Cr,https://static.makaan.com/17/20447249/286/143328788.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 79 L,https://static.makaan.com/17/20447169/286/143328923.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 78 L,https://static.makaan.com/17/20447006/286/143328178.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 76 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Independent House, 78 L,https://static.makaan.com/17/20453335/286/143356907.jpeg?width=460&height=260
AGENT,4 BHK Independent House, 1.4 Cr,https://static.makaan.com/17/20447444/286/143328975.jpeg?width=460&height=260
AGENT,1 BHK Independent House, 40 L,https://static.makaan.com/17/20446866/286/143330374.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 95 L,https://static.makaan.com/17/20427506/286/143253869.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 95.5 L,https://static.makaan.com/1/1737792/298/137968155.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 96 L,https://static.makaan.com/17/20427347/285/143252604.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 95 L,https://static.makaan.com/1/1737792/298/137968155.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Mangalya Ophira, 50.92 L,https://static.makaan.com/17/20475388/281/143489436.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Mangalya Ophira, 61.83 L,https://static.makaan.com/17/20475541/281/143489498.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Nobility, 1.12 Cr,https://static.makaan.com/17/20383596/281/143077881.jpeg?width=460&height=260
AGENT,2 BHK Apartment in ATS Happy Trails, 68 L,https://static.makaan.com/1/1737792/298/137968155.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 98 L,https://static.makaan.com/17/20383724/286/143080392.jpeg?width=460&height=260
AGENT,3 BHK Apartment, 48 L,https://www.makaan.com/images/dummy/apartment-no-image.jpg
AGENT,3 BHK Apartment, 55 L,https://static.makaan.com/17/20574451/281/144060803.jpeg?width=460&height=260
AGENT,3 BHK Apartment, 52.3 L,https://static.makaan.com/17/20574328/281/144060776.jpeg?width=460&height=260
AGENT,3 BHK Apartment, 48 L,https://static.makaan.com/17/20574312/281/144060935.jpeg?width=460&height=260
AGENT,2 BHK Apartment, 44.5 L,https://static.makaan.com/17/20574263/281/144060913.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Anthem French Apartments, 58 L,https://static.makaan.com/17/20565257/281/143999213.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Anthem French Apartments, 88 L,https://static.makaan.com/17/20565274/281/143999177.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Fusion The Brook, 69 L,https://static.makaan.com/17/20565217/285/144024119.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Fusion The Brook, 55.8 L,https://static.makaan.com/17/20565193/285/143999045.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Fusion The Brook, 54 L,https://static.makaan.com/17/20565181/285/143999011.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Fusion The Brook, 50.17 L,https://static.makaan.com/17/20565175/285/143998854.jpeg?width=460&height=260
AGENT,4 BHK Apartment in ATS Rhapsody, 1.93 Cr,https://static.makaan.com/17/20554953/281/143944503.jpeg?width=460&height=260
AGENT,2 BHK Apartment in AMBR Ambrosia Luxury Homes, 28.09 L,https://static.makaan.com/1/3159656/297/ambrosia-luxury-homes-elevation-131190713.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Aambesten Twin Celestial, 28.1 L,https://static.makaan.com/1/3155678/298/twin-celestial-bedroom-130206936.jpeg?width=460&height=260
AGENT,2 BHK Villa, 35 L,https://static.makaan.com/17/19832635/281/140308311.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Fusion The Brook, 55.8 L,https://static.makaan.com/17/0/569/31067393.jpeg?width=460&height=260
AGENT,3 BHK Apartment in House Vihaan Wisteria, 44.82 L,https://static.makaan.com/17/20250333/281/142376011.jpeg?width=460&height=260
AGENT,2 BHK Apartment in SKA Metro Ville, 52 L,https://static.makaan.com/17/20466287/281/143422039.jpeg?width=460&height=260
AGENT,2 BHK Independent Floor in Thv Vihaan Floors, 25.51 L,https://static.makaan.com/17/20169187/281/141978786.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Happy Trails, 93 L,https://static.makaan.com/17/20308309/281/142649199.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Aambesten Twin Clarus, 21.12 L,https://static.makaan.com/17/20280790/281/142525503.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Green Paradiso, 1.3 Cr,https://static.makaan.com/17/20530012/281/143843649.jpeg?width=460&height=260
AGENT,4 BHK Apartment in ATS Green Paradiso, 2 Cr,https://static.makaan.com/17/20529930/281/143826100.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Green Paradiso, 90 L,https://static.makaan.com/17/20529785/281/143825613.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Thv Krystal Homes, 25.45 L,https://static.makaan.com/17/20406393/281/143177763.jpeg?width=460&height=260
AGENT,3 BHK Apartment in AMBR Ambrosia Luxury Homes, 34.59 L,https://static.makaan.com/17/20406632/281/143175869.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Vihaan Vista, 24.56 L,https://static.makaan.com/17/20406366/283/143191951.jpeg?width=460&height=260
AGENT,2 BHK Apartment in House Vihaan Wisteria, 20.18 L,https://static.makaan.com/17/20252793/281/142386458.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Vertigo Homes, 20.1 L,https://static.makaan.com/17/20252491/282/142385548.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Twin Corsage, 20.21 L,https://static.makaan.com/17/20253286/281/142388613.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Twin Corsage, 20.2 L,https://static.makaan.com/17/20252940/286/142420907.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Aambesten Twin Celestial, 20.65 L,https://static.makaan.com/17/20258610/281/142423630.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Vihaan Heritage, 20.5 L,https://static.makaan.com/17/20258420/281/142426411.jpeg?width=460&height=260
AGENT,2 BHK Apartment in AV Vihaan Homes, 20.17 L,https://static.makaan.com/17/20252761/281/142423913.jpeg?width=460&height=260
AGENT,2 BHK Apartment in House Vihaan Wisteria, 20.16 L,https://static.makaan.com/17/20252722/281/142386457.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Aambesten Twin Clarus, 22.28 L,https://static.makaan.com/17/20253495/281/142389222.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Vihaan Heritage, 20.25 L,https://static.makaan.com/17/20253425/281/142388335.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Aambesten Twin County, 22.23 L,https://static.makaan.com/17/20253380/281/142388746.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Vihaan Heritage, 20.19 L,https://static.makaan.com/17/20252906/281/142421985.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Ambesten Twin Corsage, 20.55 L,https://static.makaan.com/17/20258513/281/142423548.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Dolce, 2.3 Cr,https://static.makaan.com/17/20491997/281/143619728.jpeg?width=460&height=260
AGENT,2 BHK Apartment in ATS Dolce, 68 L,https://static.makaan.com/17/20491385/281/143614386.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Dolce, 95 L,https://static.makaan.com/17/20491498/281/143615792.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Dolce, 1.1 Cr,https://static.makaan.com/17/20491943/281/143624260.jpeg?width=460&height=260
AGENT,3 BHK Apartment in ATS Dolce, 90 L,https://static.makaan.com/17/20491438/281/143620973.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Alpine Aigin Royal, 78 L,https://static.makaan.com/17/19977210/281/141101440.jpeg?width=460&height=260
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 72 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 72 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 72 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 49 L,https://static.makaan.com/17/19795209/281/140079435.jpeg?width=460&height=260
AGENT,2 BHK Villa, 49.78 L,https://static.makaan.com/17/19796841/281/140087180.jpeg?width=460&height=260
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19794936/281/140078425.jpeg?width=460&height=260
AGENT,2 BHK Villa, 35 L,https://static.makaan.com/17/19794823/281/140078227.jpeg?width=460&height=260
AGENT,2 BHK Villa, 47 L,https://static.makaan.com/17/19788719/281/140023819.jpeg?width=460&height=260
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19796441/281/140085892.jpeg?width=460&height=260
AGENT,2 BHK Villa, 49 L,https://static.makaan.com/17/19796357/281/140084627.jpeg?width=460&height=260
AGENT,3 BHK Villa, 49 L,https://static.makaan.com/17/19761058/281/139905848.jpeg?width=460&height=260
AGENT,2 BHK Villa, 34.09 L,https://static.makaan.com/17/19760782/281/139905112.jpeg?width=460&height=260
AGENT,3 BHK Villa, 49 L,https://static.makaan.com/17/19759947/281/139902466.jpeg?width=460&height=260
AGENT,3 BHK Apartment in AV Vihaan Homes, 34.67 L,https://static.makaan.com/17/20213335/281/142209726.jpeg?width=460&height=260
AGENT,3 BHK Apartment in JMD Elite View Apartments, 34.58 L,https://static.makaan.com/17/20213286/281/142209097.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Aambesten Twin Celestial, 35.67 L,https://static.makaan.com/17/20213529/286/142210641.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Shree Balaji Homes, 32.87 L,https://static.makaan.com/17/20214880/281/142243068.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Aambesten Twin Celestial, 31.67 L,https://static.makaan.com/17/20214787/281/142219619.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Aambesten Twin County, 33.45 L,https://static.makaan.com/17/20214736/287/142219460.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Maggie Infracon Ganga, 34.12 L,https://static.makaan.com/17/20214683/281/142219677.jpeg?width=460&height=260
AGENT,3 BHK Apartment in JMD Elite View Apartments, 33.45 L,https://static.makaan.com/17/20212783/282/142205230.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Aambesten Twin Celestial, 34.51 L,https://static.makaan.com/17/20213130/281/142209372.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Shree Balaji Homes, 34.09 L,https://static.makaan.com/17/20224300/286/142258854.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Ambesten Twin Corsage, 34.59 L,https://static.makaan.com/17/20213087/281/142231276.jpeg?width=460&height=260
AGENT,3 BHK Apartment in House Vihaan Wisteria, 34.87 L,https://static.makaan.com/17/20213018/281/142231330.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Shree Balaji Homes, 33.41 L,https://static.makaan.com/17/20212958/281/142206557.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Vihaan Greens, 34.21 L,https://static.makaan.com/17/20214598/281/142217215.jpeg?width=460&height=260
AGENT,3 BHK Apartment in House Vihaan Wisteria, 34.59 L,https://static.makaan.com/1/3138875/297/vihaan-wisteria-elevation-125052548.jpeg?width=460&height=260
AGENT,3 BHK Apartment in House Vihaan Wisteria, 34.56 L,https://static.makaan.com/17/20223764/281/142256344.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Vertigo Homes, 22.09 L,https://static.makaan.com/17/20222988/281/142253296.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Shree Balaji Homes, 34.98 L,https://static.makaan.com/17/20224122/281/142262911.jpeg?width=460&height=260
AGENT,3 BHK Apartment in JMD Elite View Apartments, 34.91 L,https://static.makaan.com/17/20224096/281/142257835.jpeg?width=460&height=260
AGENT,3 BHK Apartment in Shree Balaji Homes, 34.5 L,https://static.makaan.com/17/20224062/286/142262902.jpeg?width=460&height=260
AGENT,3 BHK Apartment in JMD Elite View Apartments, 34.12 L,https://static.makaan.com/17/20223576/281/142256269.jpeg?width=460&height=260
AGENT,2 BHK Apartment in Anthem French Apartments, 56.1 L,https://static.makaan.com/17/20545867/281/143898738.jpeg?width=460&height=260
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 72 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 73 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19818428/281/140204202.jpeg?width=460&height=260
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 73 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 61 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 73 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 73 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 61 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 50.08 L,https://static.makaan.com/17/19829702/281/140295637.jpeg?width=460&height=260
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19829634/281/140295116.jpeg?width=460&height=260
AGENT,2 BHK Villa, 50.07 L,https://static.makaan.com/17/19829847/281/140295021.jpeg?width=460&height=260
AGENT,3 BHK Villa, 60.5 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19828373/281/140287678.jpeg?width=460&height=260
AGENT,2 BHK Villa, 50.04 L,https://static.makaan.com/17/19828275/281/140285916.jpeg?width=460&height=260
AGENT,3 BHK Villa, 67 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19818315/281/140202662.jpeg?width=460&height=260
AGENT,3 BHK Villa, 72.5 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 60.8 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,3 BHK Villa, 73 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
AGENT,2 BHK Villa, 50 L,https://static.makaan.com/17/19828190/281/140285929.jpeg?width=460&height=260
AGENT,4 BHK Villa, 70 L,https://www.makaan.com/images/dummy/independent-house-no-image.jpg
